# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
A-list-empty-proj   | GET | /api/agent-teams?limit=1&project=    | -

# A slug no project has. All three strategies come back empty and the contract
# is a clean `{"teams":[]}` — never a 500, never a 404.
A-list-unknown-proj | GET | /api/agent-teams?project=no-such-project-slug-at-all | -

# The two INCLUSIVE bounds of `Query(50, ge=1, le=500)`. `limit=1` also proves
# the SQL `LIMIT ?` is bound and not clamped host-side.
A-list-limit-min    | GET | /api/agent-teams?limit=1             | -
A-list-limit-max    | GET | /api/agent-teams?limit=500           | -

# pydantic strips surrounding whitespace before coercing, so `%20%205%20` is 5
# and NOT a 422 — the opposite of the intuitive guess.
A-list-limit-space  | GET | /api/agent-teams?limit=%20%205%20    | -

# starlette's `QueryParams._dict` keeps the LAST occurrence of a scalar key.
A-list-limit-repeat | GET | /api/agent-teams?limit=1&limit=2     | -

# ── the four 422 legs (law 5) ────────────────────────────────────────────────
#
# `limit: int = Query(50, ge=1, le=500)` is a CONSTRAINED int, so a bound
# failure is `greater_than_equal` / `less_than_equal` with a `ctx` object — NOT
# `int_parsing`, and NOT DIV-151's `{"detail":"limit"}`. The `input` field
# echoes the RAW query string, not the coerced integer.
A-limit-zero        | GET | /api/agent-teams?limit=0             | -
A-limit-negative    | GET | /api/agent-teams?limit=-1            | -
A-limit-over        | GET | /api/agent-teams?limit=501           | -
# pydantic ints are arbitrary-precision, so this coerces fine and then fails the
# UPPER BOUND. `crate::qs::opt_int` would answer `int_parsing` here (DIV-107,
# `!CR-at-bignum`), which is exactly why this module coerces `limit` locally.
A-limit-bignum      | GET | /api/agent-teams?limit=999999999999999999999 | -
A-limit-nan         | GET | /api/agent-teams?limit=abc           | -
# A fractional STRING is not an integer to pydantic's lax str→int, so `5.5` is a
# parse failure and not a truncation.
A-limit-float       | GET | /api/agent-teams?limit=5.5           | -
# Present-but-empty: `int_parsing` with `"input":""`, not the default of 50.
A-limit-blank       | GET | /api/agent-teams?limit=              | -

# ═══ GET /api/agent-teams/{session_id} — RS-5-043 ════════════════════════════

# HEURISTIC GRAPH. The selected project's busiest session. It carries no
# `team_id`, so `_build_team_graph_indexed` returns None and the module falls
# through to `_build_team_graph_scan` — which finds the lead, finds NO sidechain
# sessions in project 314, and answers 200 with `"agents":[]`. That empty array
# is the documented "session exists but spawned nothing" contract, and the
# `lead` block it ships is the full `_agent_summary_for_session`: message count,
# the 300-CODE-POINT first user prompt, the dominant model, and `cost_usd`
# priced through the store's price book (LAW 2) and `round(…, 4)`.
A-graph             | GET | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a | -

# INDEXED GRAPH, entered by the team's own lead. One lead + three sub-agents,
# ordered `agent_role='lead' first, then first_ts ASC, session_id ASC`. Proves
# `spawned_by_session_id` reaching `parent_session_id`, the `agent_role`
# passthrough, and — the byte contract the brief flags — that the `agents` array
# order is the SQL's insertion order and not a re-sort.
A-graph-indexed     | GET | /api/agent-teams/b29f314f-3f98-46cd-aebc-f4d085f7aef4 | -

# INDEXED GRAPH, entered by a SUB-AGENT's id. `t.lead_session_id = ?` misses, so
# the second lookup resolves `sessions.team_id` and re-roots the graph at the
# team's lead: the response's `session_id` is `b29f314f…`, NOT the id in the
# URL. The only row that proves the member-resolution branch.
A-graph-member      | GET | /api/agent-teams/15f6a8d0-3e55-4867-b662-93b83a38484f | -

# Neither a lead, nor a member, nor a session — 404 with the id interpolated
# verbatim into the detail string.
A-graph-missing     | GET | /api/agent-teams/no-such-session     | -

# A percent-encoded path segment. Both routers decode before the handler sees
# it, so the 404 detail carries a literal space. Cheap proof that the port is
# not double-decoding or echoing the encoded form.
A-graph-encoded     | GET | /api/agent-teams/%20                 | -

# ═══ GET /api/agent-teams/{session_id}/agent/{agent_session_id} — RS-5-044 ═══

# The happy path: a real lead and a real sub-agent of its team, 28 messages
# (~44 KB). Proves the transcript row shape end to end — the 16 columns in
# SELECT order, `sqlite3.Row`'s STORAGE-class values with no affinity coercion,
# and `is_sidechain` coerced to a JSON bool IN PLACE at position 13 rather than
# being appended.
A-transcript-real   | GET | /api/agent-teams/42f45b99-782c-4f9e-9572-c9d2a726efc6/agent/49f7aa40-b956-44a9-b9a1-fc54419586d1 | -

# The fence is the PROJECT and nothing else — no team-membership check — so a
# session paired with ITSELF is a legitimate 200. Same rows, different
# `session_id` header field.
A-transcript-self   | GET | /api/agent-teams/49f7aa40-b956-44a9-b9a1-fc54419586d1/agent/49f7aa40-b956-44a9-b9a1-fc54419586d1 | -

# A real lead, an agent id that exists nowhere — 404.
A-transcript        | GET | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a/agent/no-such-agent | -

# A real lead and a real agent that live in DIFFERENT projects (314 vs 109). The
# self-join on `project_id` finds no pair, so this is a 404 with the SAME detail
# string as the row above — three causes, one message. Reproduced, not improved.
A-transcript-cross  | GET | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a/agent/49f7aa40-b956-44a9-b9a1-fc54419586d1 | -

# The lead is missing and the agent is real — still 404, and the detail names
# both, so the caller cannot tell which half failed.
A-transcript-nolead | GET | /api/agent-teams/no-such-session/agent/49f7aa40-b956-44a9-b9a1-fc54419586d1 | -

# ═══ the router's own answers ════════════════════════════════════════════════
#
# All four unclaimed methods 405 in starlette's router BEFORE any handler runs,
# so none of them can write anything — they are safe under law 4 by
# construction. FastAPI renders `{"detail":"Method Not Allowed"}` where axum's
# bare default would send an empty body.
A-list-post         | POST   | /api/agent-teams                  | -
A-list-delete       | DELETE | /api/agent-teams                  | -
A-graph-post        | POST   | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a | -
A-transcript-put    | PUT    | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a/agent/no-such-agent | {"x": 1}

# An empty final path segment does NOT match `{agent_session_id}` (starlette's
# default `str` convertor is `[^/]+`), and `/api/agent-teams/x/agent` is not a
# route either, so there is nothing to redirect to: a plain
# `{"detail":"Not Found"}`, not a 307. One segment too many is the same.
A-agent-no-id       | GET | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a/agent/ | -
A-agent-too-deep    | GET | /api/agent-teams/44b8f238-3609-4445-97a9-37a5a99f1c9a/agent/x/y | -

# DELIBERATELY ABSENT: `/api/agent-teams/` (the bare trailing slash). It is a
# `redirect_slashes` 307, which is DIV-133 and the ARCHITECT's — a `lib.rs`
# change this member may not make and must not measure around.

# ══ member `compare` ═════════════════════════════════════════════════════════════
# Batch E / member `compare` — case rows for `GET /api/sessions/compare`
# (RS-5-105, the endpoint DIV-070 deferred).
#
# Format and conventions: see the header of `parity/endpoint-cases.txt`. The
# integrator merges these rows into that file, replacing the single existing
# `!J-compare` row (line 329 at claim time) and stripping the leading
# `P-by-dir-known` selection row, which already runs earlier there.
#
# Side effects: NONE. Every row is a GET or an unclaimed method. The handler
# opens the store read-write (that is what `store/db.py::connect` does on both
# sides) and issues only SELECTs — `projects`, `sessions`, `messages`. Nothing
# under `$STACKUNDERFLOW_HOME` is written, so the rows are idempotent under
# python-then-rust on one shared home (law 4).
#
# ── READ THIS BEFORE BELIEVING THE `!` ROWS ──────────────────────────────────
#
# The 200 body of this endpoint is NOT byte-reproducible, and not because the
# port is incomplete. `diff.tokens` is built by iterating
# `set(sa["tokens"]) | set(sb["tokens"])` (`routes/sessions.py:405-408`), and
# CPython randomises `str` hashing per process. `endpoint-parity.sh` does not
# export `PYTHONHASHSEED` (`parity-cli.sh` does, line 113), so the reference
# server emits a different `diff.tokens` KEY ORDER on every boot. Three runs of
# the reference handler over `.parity-state/fresh` gave:
#
#   {"cache_read":…,"cache_creation":…,"input":…,"output":…}
#   {"input":…,"cache_read":…,"cache_creation":…,"output":…}
#   {"input":…,"cache_creation":…,"cache_read":…,"output":…}
#
# — with every other byte of the payload identical across all three. This is
# DIV-085's class of defect (a payload that cannot agree with itself) arriving
# through a different door, so the three 200 rows below stay `!`. Everything
# that is NOT a 200 is fully pinned, which is the whole point of the rest of
# this file: 14 green rows over 4 status codes.
#
# ── A ROW THAT CANNOT BE PLACED HERE — integrator, please read ───────────────
#
# `if not path: raise HTTPException(400, "No project selected or log_path
# provided")` is a real leg and it is verified (400, exact detail) against the
# reference. It is unreachable in the merged matrix: `P-by-dir-known` selects a
# project at line 68 and nothing ever deselects, so `deps.current_log_path` is
# truthy for every row after it. The row belongs in the pre-selection block
# beside `P-current-none`, NOT here:
#
#   J-compare-noproject | GET | /api/sessions/compare?a=x&b=y | -
#
# It is left out of the block below rather than placed where it would silently
# exercise the wrong branch. Covered meanwhile by `routes/sessions.rs`'s unit
# tests.

# ── the state row this file needs first (integrator strips it) ───────────────

# ── the happy path — permanently open, see the banner above ──────────────────
# The row the claim hands this member. `a` is a 3-message session that cost
# nothing (so `cost` renders `0.0` and `models_used` is `[]`); `b` is a
# 1276-message session across two models. Between them they exercise the float
# zero, the empty model set, the multi-model `by_model` cost fold and a
# ~95 000 s duration.
!J-compare          | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
# `a == b`. NOT a 404: the `session_id IN (?, ?)` binds the same value twice,
# SQLite collapses it to one row, and every field of `diff` is zero — which is
# the row that proves `cost`/`duration_s` still render `0.0` and
# `commands`/`errors` still render `0`. Open only because `diff.tokens` (four
# zeros) is ordered by the same randomised set.
!J-compare-same     | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -
# `log_path=` overrides the selected project rather than being ignored. Points
# at the SAME project by its log dir, so the body must equal `!J-compare`'s
# modulo the token order — i.e. this row and that one diverge in exactly the
# same place or the override is broken.
!J-compare-logpath  | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a&log_path=/home/u/.claude/projects/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow | -

# ── 422: the two required parameters (law 5) ─────────────────────────────────
# `a: str` and `b: str` have no defaults, so FastAPI's dependency solver 422s
# before the handler runs. Measured on the harness interpreter (fastapi 0.141.1
# / pydantic 2.13.4), not transcribed — and NOT law 8's `{"detail":"<field>"}`
# shape, which is a different bug in four other modules. The body is
# `{"detail":[{"type":"missing","loc":["query","<f>"],"msg":"Field required",
# "input":null}]}`.
J-compare-no-a      | GET | /api/sessions/compare?b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
J-compare-no-b      | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -
# BOTH absent: pydantic collects every error, so the list has TWO entries — and
# they are in the order the handler DECLARES its parameters (`a`, then `b`),
# not the order of the query string. A port that returns the first error only,
# or that orders by omission, fails exactly here.
J-compare-no-ab     | GET | /api/sessions/compare | -
# Query keys are case-SENSITIVE: `?A=` does not satisfy `a`, and the unknown
# `A` is silently ignored rather than rejected.
J-compare-case-key  | GET | /api/sessions/compare?A=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -

# ── 404 (i): the session lookup, `Session(s) not found: …` ───────────────────
J-compare-unknown-a | GET | /api/sessions/compare?a=00000000-0000-0000-0000-000000000000&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
J-compare-unknown-b | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=ffffffff-ffff-ffff-ffff-ffffffffffff | -
# Both unknown: the two ids are `', '.join`ed in `(a, b)` order.
J-compare-unknown2  | GET | /api/sessions/compare?a=00000000-0000-0000-0000-000000000000&b=ffffffff-ffff-ffff-ffff-ffffffffffff | -
# The same unknown id twice. The comprehension walks the TUPLE `(a, b)` and does
# not deduplicate, so the detail really is `Session(s) not found: zzz, zzz`.
# A port that built the missing list from a set gets one `zzz` and fails here.
J-compare-dup-miss  | GET | /api/sessions/compare?a=zzz&b=zzz | -
# `?a=` is an EMPTY STRING, which is a perfectly valid `str` to pydantic — it
# passes validation, reaches the handler, and names no session. The detail has
# a trailing space and nothing after it.
J-compare-empty-a   | GET | /api/sessions/compare?a=&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
J-compare-empty-ab  | GET | /api/sessions/compare?a=&b= | -
# A repeated `?a=` keeps the LAST value (starlette's `QueryParams.get`). The
# 404 names `zzz`, not the valid first id — the cheapest available proof of
# last-wins on this endpoint.
J-compare-a-repeat  | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&a=zzz&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
# The session lookup is scoped to the resolved project's ids. Both ids are real
# sessions — of a DIFFERENT project — so a handler that forgot the
# `project_id IN (…)` predicate would answer 200 here.
J-compare-wrong-prj | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a&log_path=/home/u/.claude/projects/-Users-yadkonrad-dev-dev-year26-jun26-worldcup | -

# ── 404 (ii): the SECOND session 404, which is not the first one ─────────────
# `2c0af9c7-…` is a real `sessions` row of `-home-tmos` with zero `messages`
# rows, so it clears the id check and then produces no `session_costs` entry —
# `sa is None` at `routes/sessions.py:398`. This is the only row that reaches
# that branch; without it the second 404 is an unported leg wearing a green
# tick. `b` is a 7-message session of the same project, so the OTHER side does
# resolve and the detail names exactly one id.
J-compare-no-costs  | GET | /api/sessions/compare?a=2c0af9c7-b01c-45ea-9404-8de61fcb363c&b=02b9d902-3c4c-4553-a47a-5e090d1a8d60&log_path=/home/u/.claude/projects/-home-tmos | -

# ── 404 (iii): the project 404, which spells the slug ────────────────────────
# `f"Project '{slug}' not found in store"` — note this handler interpolates the
# slug where its neighbour `/api/jsonl-content` says only "Project not found in
# store". Two messages, two handlers, one file.
J-compare-no-proj   | GET | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a&log_path=/home/u/.claude/projects/-no-such-project-anywhere | -

# ── the unclaimed methods and the neighbouring paths ─────────────────────────
# GET-only, so FastAPI's router raises `HTTPException(405)` and the installed
# handler renders `{"detail":"Method Not Allowed"}` as JSON; axum's native 405
# is an empty body with no content-type. Body is `-` because a 405 is decided
# before the body is read.
J-compare-post      | POST   | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
J-compare-put       | PUT    | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
J-compare-delete    | DELETE | /api/sessions/compare?a=04a86c63-4cfd-4929-91a3-3edfe80e3e2f&b=44b8f238-3609-4445-97a9-37a5a99f1c9a | -
# Paths nothing claims — FastAPI's `{"detail":"Not Found"}`, not starlette's
# plain-text default. The parent collection is the URL a client guesses; the
# subpath is what a router that matched a prefix would answer.
J-compare-parent    | GET | /api/sessions | -
J-compare-subpath   | GET | /api/sessions/compare/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -
# The trailing-slash row batch E deliberately left out — DIV-133 was open and
# its claim said not to extend the blast radius. DIV-133 is closed; the row is
# `SL-compare-slash`, filed with the rest of the class.

# ══ member `misc` ═════════════════════════════════════════════════════════════
# Batch E / misc — `routes/misc.py` (RS-5-079/080/084).
#
# Format and conventions: see the header of `endpoint-cases.txt`. The integrator
# folds these rows into that file and strips the leading `P-by-dir-known`, which
# already runs earlier there.
#
# ── What these rows do to the existing file ──────────────────────────────────
#
# The existing `!M-ollama` row is **REPLACED** by the unmarked `M-ollama` below.
# It is the batch's one known-open flip. Everything else here is new.
#
# ── Why the flip is legitimate, and the one condition it rests on ───────────
#
# `/ollama-api/{path}` proxies to `http://localhost:11434/api/{path}` and wraps
# the whole call in a BARE `except Exception`, whose body is a fixed
# `502 {"error": "Ollama not available"}`.
#
# Port 11434 is CLOSED on this host. Verified three ways before a line was
# written, and re-verifiable in one command each:
#
#     ss -lnt | grep 11434                       # no listener
#     bash -c 'exec 3<>/dev/tcp/127.0.0.1/11434' # Connection refused
#     bash -c 'exec 3<>/dev/tcp/::1/11434'       # Connection refused
#     getent ahosts localhost                    # 127.0.0.1 only
#     curl -m 5 http://localhost:11434/api/tags  # curl: (7) refused
#
# So the ONLY branch either side can reach is the catch-all, and its body is a
# constant. That is what makes these rows deterministic — not the port, the
# MACHINE.
#
#   ⚠ IF OLLAMA IS EVER RUNNING, EVERY `M-ollama*` ROW BELOW GOES
#     NONDETERMINISTIC. The bodies become whatever the daemon answers: `/tags`
#     lists the installed models, `/generate` streams. The rows do not
#     self-guard, and a green tick produced against a live daemon would be an
#     accident, not evidence. If they start failing, run `ss -lnt | grep 11434`
#     BEFORE looking at the Rust.
#
# ── Side effects: none, on either side ──────────────────────────────────────
#
# LAW 7 audit. A refused connection writes nothing, allocates nothing, and
# touches no file. These rows are safe anywhere in the file and in any order,
# and they leave `deps.current_log_path` alone.
#
# ── What is deliberately ABSENT, and why it is not an omission ──────────────
#
# `GET /api/pricing` and `POST /api/pricing/refresh` (RS-5-079/080) get **NO
# ROW**, here or in the merged file, ever. Both fetch the LiteLLM price book and
# `/api/pricing/refresh` writes `$STACKUNDERFLOW_HOME/cache/pricing.json` plus
# `price_book` rows — and that cache file is the INPUT to all five `PR-doctor*`
# rows. A `!` row would not help: DIV-059 established that `!` softens the
# VERDICT and still ISSUES the REQUEST, and this exact pair proved it once
# already by turning five clean `PR-doctor*` cases into five divergences from a
# case-file edit with no code change (`REFRESH-DIFFER.md` point 2). They are
# verified by the isolated procedure in `rust/PRICING-REFRESH-DIFFER.md`.
#
# A `transfer-encoding: chunked` row is also absent: law 4 bars rows for
# streams, and the branch is unreachable behind a closed port anyway.
#
# `/ollama-api` with NO trailing slash was absent for the same reason, and for
# the same reason is not any more: `SL-ollama-bare` measures the `307` now that
# DIV-133 is closed. The redirect is answered before the proxy is reached, so
# the row does not need the daemon that the rest of this block does without.


# ── the flip: replaces `!M-ollama` in endpoint-cases.txt ─────────────────────
# The GET the dashboard actually issues (the settings page's model list).
M-ollama            | GET | /ollama-api/tags                   | -

# ── the other three verbs `api_route(methods=[…])` claims ───────────────────
# Each one proves the METHOD reaches the same handler and the same catch-all.
# A router that only mounted GET would 405 here instead of 502.
M-ollama-post       | POST | /ollama-api/generate              | {"model": "llama3", "prompt": "hi"}
M-ollama-put        | PUT | /ollama-api/blobs/sha256-abc       | {"any": "payload"}
M-ollama-delete     | DELETE | /ollama-api/delete              | {"model": "llama3"}

# ── the path parameter's two edges ──────────────────────────────────────────
# `{path:path}` swallows slashes, so a nested rest is ONE parameter and not a
# 404. axum's `{*path}` had to be spelled as a wildcard to match this.
M-ollama-nested     | GET | /ollama-api/a/b/c                  | -
# `{path:path}` also matches the EMPTY rest: `/ollama-api/` is a real request
# that reaches the handler with `path == ""` and proxies to `…/api/`. axum's
# `{*path}` requires at least one segment, so this needs its own route or it
# falls through to the 404 fallback — the same shape `M-assets-bare` pins for
# `/assets/`.
M-ollama-empty      | GET | /ollama-api/                       | -

# The upstream URL is `f"http://localhost:11434/api/{path}"` — built from the
# PATH PARAMETER ONLY. The query string is silently dropped and never reaches
# Ollama. Unobservable while the port is closed, but the row pins that the query
# does not change the route match or the body.
M-ollama-query      | GET | /ollama-api/tags?stream=true&x=1   | -

# A percent-encoded separator, where the two stacks decode at DIFFERENT layers:
# uvicorn decodes the path before starlette routes it (so starlette matches
# `/ollama-api/show/name`), while hyper hands axum the raw target and only the
# `Path` extractor decodes (so matchit matches one segment, then yields
# `show/name`). Both end up interpolating the same decoded text into the
# upstream URL — this row pins that the layer difference does not surface.
M-ollama-encoded    | GET | /ollama-api/show%2Fname            | -

# ── cfg: the WRITER block. LAST in the file, and it self-cleans. ─────────────
#
# `POST` sets one alias, `DELETE` removes it. `settings._save` is
# `json.dumps(data, indent=2)` — the CLI writer — so each row writes the same
# bytes on both sides and the pair leaves `config.json` holding
# `"model_aliases": {}`, which IS the declared default. Stated exactly because
# "restores the file byte for byte" would be the convenient claim and is false:
# one key remains, holding the default, identically on both servers.
#
# Nothing below this line reads a price or a setting. Never reorder past here,
# and never leave the POST as the last row.
G-alias-set         | POST   | /api/cfg/model-aliases         | {"from": "parity/d-proxy", "to": "claude-opus-4-8"}
G-alias-set-again   | POST   | /api/cfg/model-aliases         | {"from": "parity/d-proxy", "to": "claude-opus-4-8"}
G-alias-read        | GET    | /api/cfg/model-aliases         | -
G-alias-in-cfg      | GET    | /api/cfg                       | -
# DIV-146, measured on this file's first run: `!` because the endpoint is a
# NON-IDEMPOTENT writer, and the differ runs Python then Rust against ONE shared
# home. Python's DELETE removes the alias and answers `{"aliases":{}}`; Rust
# then asks to remove an alias that is already gone and correctly answers its
# 404. Both are right. No ordering fixes it — the second server can never see
# the state the first one consumed — so a writer must be IDEMPOTENT to hold a
# green row here, exactly as a stream must be able to terminate (DIV-136).
# `G-alias-set` above IS idempotent, which is why it is green.
#
# The cleanup still happens: Python's leg does the removal, Rust's is a no-op,
# and the two rows below prove the end state agrees on both servers.
!G-alias-del        | DELETE | /api/cfg/model-aliases?from=parity/d-proxy | -
G-alias-del-again   | DELETE | /api/cfg/model-aliases?from=parity/d-proxy | -
G-alias-clean       | GET    | /api/cfg/model-aliases         | -

# ═══ CLOSING PASS (2026-08-01) — DIV-341, DIV-323, DIV-360, DIV-361 ══════════
#
# Appended at the END on purpose. Every row below is either a read or an error
# leg that returns before any mutation, but the ordering law in this file's
# header cuts both ways: a row that COULD write must have nothing after it that
# could read what it wrote. Nothing follows these.
#
#   P-set-*   DIV-341 — `POST /api/project` (RS-5-095) — PORTED 2026-08-01
#   P-global* DIV-341 — `GET /api/global-stats` (RS-5-101) — PORTED 2026-08-01
#   H-*       DIV-323 — HEAD is not GET
#   AL-*      DIV-323 / DIV-360 / DIV-361 — the `Allow` header and the mount

# ── DIV-341: the two endpoints that were invisible to a 716-row matrix ───────
#
# The decommission audit found `POST /api/project` (RS-5-095) and
# `GET /api/global-stats` (RS-5-101) with no axum registration, no ledger row,
# and — the part that matters — NO CASE ROW, not even a `!` one. The matrix
# reported `0 divergent` over 716 rows while two endpoints 404'd on the port.
# This file's own header says unported endpoints belong here, in the file, not
# missing from it. These two were the exception nobody filed.
#
# `GET /api/global-stats` is a plain read: `queries.get_global_stats(conn)`, a
# currency conversion and a config stamp. No writer, no network, no wall-clock
# in the payload (the two dates it carries come from the store). Measured on the
# reference: `200`, 38,146 bytes. It was a safe `!`; RS-5-101 landed 2026-08-01
# and it is byte-identical, so it is a plain row.
#
# ONE ROW COVERS ONE OF THE TWO STORE PATHS, and the gap is closed off-matrix.
# `queries.get_global_stats` branches on whether `daily_mart` has rows: the mart
# fast path (~10ms) or `_global_stats_raw_scan`, three full scans of the
# `messages` view that re-price every row through `compute_cost`. This home is
# backfilled — 1,418 `daily_mart` rows — so this row can only ever exercise the
# mart leg, and a fallback nobody sends a byte at is a divergence waiting for a
# fresh install. Proved separately, on a copy of this home with `daily_mart`
# emptied:
#
#   cp -a rust/.parity-state/fresh rust/.parity-state/global-rawscan
#   rm -f  rust/.parity-state/global-rawscan/store.db-{shm,wal}
#   sqlite3 rust/.parity-state/global-rawscan/store.db 'DELETE FROM daily_mart; VACUUM;'
#
#   STAX_ENDPOINT_HOME=…/.parity-state/global-rawscan \
#   STAX_ENDPOINT_DIFFS=…/endpoint-diffs-rawscan \
#   STAX_ENDPOINT_LOGS=…/endpoint-logs-rawscan \
#     rust/endpoint-parity.sh --only P-global-stats
#
# 1 identical / 0 divergent, over 384,697 messages, 3,070 ms python / 2,759 ms
# rust. No row here, because the state is not this file's.
P-global-stats      | GET  | /api/global-stats                  | -

# `POST /api/project` is a DIFFERENT animal and it gets three ERROR-LEG rows
# only, never a success one. Read `routes/projects.py:44-73` in order:
#
#     project_path = data.get("project_path")
#     if not project_path:              -> 400        (rows 1 and 2)
#     if not os.path.exists(...):       -> 400        (row 3)
#     log_path = find_claude_logs(...)
#     if not log_path ...:              -> 404
#     deps.current_project_path = project_path        <-- THE MUTATION
#     deps.current_log_path = log_path
#
# The three legs below all return at least two statements before that
# assignment, so they are provably side-effect-free — not "believed to be",
# *provably*, by the guard order.
#
# THE SUCCESS LEG HAS NO ROW, AND HERE IS WHY IT NEEDS A PROCEDURE INSTEAD.
# The mutation is not on disk, so a throwaway home does not contain it: it is
# PROCESS-GLOBAL server state, and it is the very state this file's ordering law
# exists to protect (`deps.current_log_path` is what every project-scoped GET
# reads). A `!` row for the success leg would re-point the reference's notion of
# the current project mid-run — and only the reference's, since the port has no
# handler to mutate anything — silently changing what every subsequent row
# means on one side and not the other. That is the DIV-078 hazard, and it is
# also finding 13 of `ARCHITECT-STATE.md` verbatim: a differ that talked to a
# server "which still had a project selected" reported a divergence that did not
# exist. `!` downgrades a VERDICT; it does not undo a side effect (DIV-136 made
# the same point from the other end — a `!` row can still fail the whole run).
#
# So the success leg is a PROCEDURE, on the model of the five wave-5 writer
# procedures (`ETL-BACKFILL-DIFFER.md` and its four siblings): boot each server
# on its OWN home, POST the same path to each, then diff the response AND the
# `GET /api/project` that follows it on the same server. It is written up in
# `rust/PROJECT-SET-DIFFER.md` and it is not run here.
#
# RUN 2026-08-01 as `rust/project-set-differ.sh`: six steps, two homes,
# 6/6 byte-identical, and the two homes' `store.db` still md5-equal afterwards —
# which is this argument's own premise made falsifiable. The three rows below
# are now plain: RS-5-095 landed and they are byte-identical too.
P-set-missing       | POST | /api/project                       | {}
P-set-empty         | POST | /api/project                       | {"project_path": ""}
P-set-nonexistent   | POST | /api/project                       | {"project_path": "/no/such/path/anywhere"}

# ── DIV-323: HEAD is not GET, and it never was ──────────────────────────────
#
# axum's `MethodRouter` aliases HEAD onto the GET handler; FastAPI's `APIRoute`
# does not add HEAD at all (starlette's plain `Route` does, which is why reading
# the framework docs would have got this backwards). So the reference answers
# `405` with `allow: GET` to a HEAD on EVERY one of the 93 endpoints and all
# four SPA pages, and the port answered `200` with a full `content-length`.
#
# 93 endpoints, one behaviour, and not one row in 716 sent a HEAD. These five
